"rho","n","EstimandScenario","j","Method","estimate","se","pvalue","converged","true_B"
"0",14,"Small",1,"CITS",-0.0416059147976111,0.0968680525629864,0.667551235200785,TRUE,-0.0408
"0",14,"Small",1,"CITS_0.4_constant",-0.142837823844464,0.111282760631131,0.199296822669855,TRUE,-0.0408
"0",14,"Small",1,"CITS_spill_3pct",-0.0634625773469306,0.104420665108815,0.543347463236097,TRUE,-0.0408
"0",14,"Small",2,"Trd",0.741253059898508,0.271665833064175,0.0063613977352949,TRUE,-0.0408
"0",14,"Small",2,"CITS",0.0546322599968467,0.101318651505303,0.589740395410194,TRUE,-0.0408
"0",14,"Small",2,"CITS_0.4_constant",-0.00602981532163598,0.0879648041865861,0.945349375917704,TRUE,-0.0408
"0",14,"Small",2,"CITS_spill_3pct",0.127719411030361,0.114063731206166,0.262833211914692,TRUE,-0.0408
"0",14,"Small",3,"Trd",-0.225862285654415,0.398291771241283,0.570661556500019,TRUE,-0.0408
"0",14,"Small",3,"CITS",-0.095011583304428,0.0938139202438331,0.311171768431912,TRUE,-0.0408
"0",14,"Small",3,"CITS_0.4_constant",0.0391983587799581,0.164930070648292,0.812139739461146,TRUE,-0.0408
"0",14,"Small",3,"CITS_spill_3pct",0.0970003498841206,0.104746556322155,0.354420981795417,TRUE,-0.0408
"0",14,"Small",4,"Trd",-0.0607291925711332,0.405261048583779,0.880881355339633,TRUE,-0.0408
"0",14,"Small",4,"CITS",-0.098974501960464,0.0976014610646006,0.310550386534271,TRUE,-0.0408
"0",14,"Small",4,"CITS_0.4_constant",-0.157934937558361,0.119812140527209,0.187440689006165,TRUE,-0.0408
"0",14,"Small",4,"CITS_spill_3pct",0.027612156598225,0.0880716431228757,0.753886188495129,TRUE,-0.0408
"0",14,"Small",5,"Trd",-0.304462609934918,0.162308551330753,0.0606791686736271,TRUE,-0.0408
"0",14,"Small",5,"CITS",-0.166149474903131,0.102180541027875,0.103941504546289,TRUE,-0.0408
"0",14,"Small",5,"CITS_0.4_constant",-0.129433768158287,0.0958624562636233,0.176950902513531,TRUE,-0.0408
"0",14,"Small",5,"CITS_spill_3pct",-0.0686981759730335,0.0764306689865061,0.368743233528953,TRUE,-0.0408
"0",14,"Small",6,"Trd",0.52959210876536,0.170292869840131,0.00187156969860168,TRUE,-0.0408
"0",14,"Small",6,"CITS",-0.148437332946165,0.114461915840614,0.194690628199956,TRUE,-0.0408
"0",14,"Small",6,"CITS_0.4_constant",0.045698637350934,0.0801018643302986,0.56833418862035,TRUE,-0.0408
"0",14,"Small",6,"CITS_spill_3pct",0.0191404025260831,0.114803064860384,0.86758738273898,TRUE,-0.0408
"0",14,"Small",7,"Trd",-0.0798407589299078,0.237316668765503,0.736545638400014,TRUE,-0.0408
"0",14,"Small",7,"CITS",-0.0601265455909795,0.135048044190293,0.65615833824529,TRUE,-0.0408
"0",14,"Small",7,"CITS_0.4_constant",0.0122163216482718,0.116908364951754,0.916776657802301,TRUE,-0.0408
"0",14,"Small",7,"CITS_spill_3pct",0.119483278446957,0.142216415079145,0.400823668528281,TRUE,-0.0408
"0",14,"Small",8,"Trd",0.110021350934003,0.381456600375937,0.773021973014255,TRUE,-0.0408
"0",14,"Small",8,"CITS",0.141817184099686,0.158302894383793,0.370327698016436,TRUE,-0.0408
"0",14,"Small",8,"CITS_0.4_constant",-0.266315592934484,0.161210937444592,0.0985407164870643,TRUE,-0.0408
"0",14,"Small",8,"CITS_spill_3pct",0.151008268032382,0.148682215672407,0.309798726910013,TRUE,-0.0408
"0",14,"Small",9,"Trd",0.037929624464837,0.406910424790414,0.925733794261954,TRUE,-0.0408
"0",14,"Small",9,"CITS",0.0930098323080381,0.130677816984874,0.476620092227159,TRUE,-0.0408
"0",14,"Small",9,"CITS_0.4_constant",0.0660084310005895,0.130869796693834,0.613992635904545,TRUE,-0.0408
"0",14,"Small",9,"CITS_spill_3pct",0.219871116408817,0.125852608871745,0.0806282297691628,TRUE,-0.0408
"0",14,"Small",10,"Trd",0.186951853696029,0.424679149452473,0.659778460317647,TRUE,-0.0408
"0",14,"Small",10,"CITS",-0.0375957483244284,0.086891260111101,0.665250289393188,TRUE,-0.0408
"0",14,"Small",10,"CITS_0.4_constant",0.00145797678658074,0.192415606714959,0.993954305181815,TRUE,-0.0408
"0",14,"Small",10,"CITS_spill_3pct",0.0237070233415735,0.106303850894098,0.82352624796414,TRUE,-0.0408
"0",14,"Small",11,"Trd",-0.112701293253927,0.317140877348742,0.722314924974617,TRUE,-0.0408
"0",14,"Small",11,"CITS",0.125922882868652,0.107831783961655,0.242898951644458,TRUE,-0.0408
"0",14,"Small",11,"CITS_0.4_constant",0.184918096262384,0.139554608399828,0.185151568099744,TRUE,-0.0408
"0",14,"Small",11,"CITS_spill_3pct",0.229440719984082,0.129630774811122,0.0767345320859203,TRUE,-0.0408
"0",14,"Small",12,"Trd",0.349761013533333,0.30250119674697,0.247587017790225,TRUE,-0.0408
"0",14,"Small",12,"CITS",-0.21964134086602,0.221407280424922,0.321185807228831,TRUE,-0.0408
"0",14,"Small",12,"CITS_0.4_constant",-0.144223452887644,0.16849365868286,0.392021149965823,TRUE,-0.0408
"0",14,"Small",12,"CITS_spill_3pct",-0.21016567999871,0.264501761157588,0.426862540661657,TRUE,-0.0408
"0",14,"Small",13,"Trd",0.526467965274762,0.0992882647981594,1.14278280884543e-07,TRUE,-0.0408
"0",14,"Small",13,"CITS",-0.052600167122182,0.157894380833717,0.739032272794484,TRUE,-0.0408
"0",14,"Small",13,"CITS_0.4_constant",0.0761219098461147,0.147752410498429,0.606413893468489,TRUE,-0.0408
"0",14,"Small",13,"CITS_spill_3pct",-0.0220070204148912,0.162239827611151,0.892101934220827,TRUE,-0.0408
"0",14,"Small",14,"Trd",0.459274954457824,0.200461200306736,0.0219581214791814,TRUE,-0.0408
"0",14,"Small",14,"CITS",0.0655056913432092,0.050676775050572,0.19614334936061,TRUE,-0.0408
"0",14,"Small",14,"CITS_0.4_constant",-0.0614935276131373,0.0929589375283271,0.508283504788292,TRUE,-0.0408
"0",14,"Small",14,"CITS_spill_3pct",0.171265519822371,0.0666749278292203,0.0102091245950883,TRUE,-0.0408
"0",14,"Small",15,"Trd",0.565297252182029,0.288785132641113,0.0502885673832407,TRUE,-0.0408
"0",14,"Small",15,"CITS",0.0410229103506331,0.146457823133521,0.779400396593131,TRUE,-0.0408
"0",14,"Small",15,"CITS_0.4_constant",0.0479020848236835,0.17066402919267,0.778955377607675,TRUE,-0.0408
"0",14,"Small",15,"CITS_spill_3pct",0.190126582638779,0.145631316105793,0.191711199044095,TRUE,-0.0408
"0",14,"Small",16,"Trd",-0.237417057401288,0.283544297651917,0.402413223405114,TRUE,-0.0408
"0",14,"Small",16,"CITS",0.165596995416198,0.131997657802678,0.209643997192466,TRUE,-0.0408
"0",14,"Small",16,"CITS_0.4_constant",0.30213169702795,0.13052901712371,0.0206309580909813,TRUE,-0.0408
"0",14,"Small",16,"CITS_spill_3pct",0.1984712716333,0.134201430757509,0.139165498340433,TRUE,-0.0408
"0",14,"Small",17,"Trd",-0.137823676843548,0.424509897321629,0.745434321824533,TRUE,-0.0408
"0",14,"Small",17,"CITS",-0.314567264566155,0.0904267054635554,0.000503854707357255,TRUE,-0.0408
"0",14,"Small",17,"CITS_0.4_constant",-0.425011187894981,0.157808932900627,0.0070769574026105,TRUE,-0.0408
"0",14,"Small",17,"CITS_spill_3pct",-0.137713722178806,0.110183164306728,0.211350055436792,TRUE,-0.0408
"0",14,"Small",18,"Trd",-0.252212290839199,0.305373033714958,0.408852084909862,TRUE,-0.0408
"0",14,"Small",18,"CITS",-0.0351624864849727,0.0815709954770605,0.666420348222935,TRUE,-0.0408
"0",14,"Small",18,"CITS_0.4_constant",-0.11311742479195,0.0574248796706377,0.0488575095895427,TRUE,-0.0408
"0",14,"Small",18,"CITS_spill_3pct",0.0765855737991209,0.0634845508040233,0.22767658069565,TRUE,-0.0408
"0",14,"Small",19,"Trd",-0.35171955102795,0.276014512372764,0.202564486584394,TRUE,-0.0408
"0",14,"Small",19,"CITS",-0.0174969540600561,0.124025459469656,0.887810295981964,TRUE,-0.0408
"0",14,"Small",19,"CITS_0.4_constant",-0.0769701060883654,0.153611958877407,0.616322950337826,TRUE,-0.0408
"0",14,"Small",19,"CITS_spill_3pct",0.0753391401430596,0.0971385114565025,0.437994256037393,TRUE,-0.0408
"0",14,"Small",20,"Trd",-0.162577605384901,0.265753686076687,0.540696233443185,TRUE,-0.0408
"0",14,"Small",20,"CITS",-0.0662898880674525,0.108549479228286,0.541406007275057,TRUE,-0.0408
"0",14,"Small",20,"CITS_0.4_constant",-0.298879565371374,0.201466056018243,0.137935460799245,TRUE,-0.0408
"0",14,"Small",20,"CITS_spill_3pct",0.0974564105776584,0.0879764279446992,0.267967233399028,TRUE,-0.0408
"0",14,"Moderate",1,"Trd",-0.57885022836977,0.304937899670593,0.0576623538326718,TRUE,-0.3567
"0",14,"Moderate",1,"CITS",-0.235099752894791,0.137044666122432,0.0862540924224714,TRUE,-0.3567
"0",14,"Moderate",1,"CITS_0.4_constant",-0.435595256217151,0.139491502785142,0.00179177871176158,TRUE,-0.3567
"0",14,"Moderate",1,"CITS_spill_3pct",-0.138999708788423,0.139411785526159,0.318743067808448,TRUE,-0.3567
"0",14,"Moderate",2,"Trd",-0.649904195974498,0.241287389224694,0.00707091227719902,TRUE,-0.3567
"0",14,"Moderate",2,"CITS",-0.12612231779598,0.118850116895391,0.288604471964306,TRUE,-0.3567
"0",14,"Moderate",2,"CITS_0.4_constant",0.0560765461623064,0.16953888979916,0.740826387703447,TRUE,-0.3567
"0",14,"Moderate",2,"CITS_spill_3pct",-0.00194501825676868,0.123973388830395,0.987482504195226,TRUE,-0.3567
"0",14,"Moderate",3,"Trd",-1.48187354505789,0.159433540831337,1.47738470476478e-20,TRUE,-0.3567
"0",14,"Moderate",3,"CITS",-0.492453659186968,0.104100440764137,2.2389839049182e-06,TRUE,-0.3567
"0",14,"Moderate",3,"CITS_0.4_constant",-0.589697006892091,0.0974238237378332,1.42258065652192e-09,TRUE,-0.3567
"0",14,"Moderate",3,"CITS_spill_3pct",-0.367959538550349,0.11439715485016,0.00129760224803684,TRUE,-0.3567
"0",14,"Moderate",4,"Trd",-0.112704763011812,0.263974020877247,0.66941283574571,TRUE,-0.3567
"0",14,"Moderate",4,"CITS",-0.296154888223545,0.136938072169047,0.0305648683618502,TRUE,-0.3567
"0",14,"Moderate",4,"CITS_0.4_constant",-0.498384305589932,0.152234499691987,0.00106114151529805,TRUE,-0.3567
"0",14,"Moderate",4,"CITS_spill_3pct",-0.196754197139017,0.131849064780783,0.135628788963306,TRUE,-0.3567
"0",14,"Moderate",5,"Trd",-0.545194379975197,0.281579368613626,0.0528430337611907,TRUE,-0.3567
"0",14,"Moderate",5,"CITS",-0.461651896185661,0.197130772045289,0.0191881127333954,TRUE,-0.3567
"0",14,"Moderate",5,"CITS_0.4_constant",-0.233324546872406,0.174546469570909,0.181305089981638,TRUE,-0.3567
"0",14,"Moderate",5,"CITS_spill_3pct",-0.290441919629427,0.175371764205713,0.0976914778239317,TRUE,-0.3567
"0",14,"Moderate",6,"Trd",-0.294555909171282,0.302555075869607,0.330274415817552,TRUE,-0.3567
"0",14,"Moderate",6,"CITS",-0.126774764239654,0.0936714432859638,0.175928447063071,TRUE,-0.3567
"0",14,"Moderate",6,"CITS_0.4_constant",-0.3255653364867,0.155660816189239,0.0364828410538664,TRUE,-0.3567
"0",14,"Moderate",6,"CITS_spill_3pct",0.00124344500226298,0.0927424561867096,0.989302678764129,TRUE,-0.3567
"0",14,"Moderate",7,"Trd",-0.702050789189399,0.177032697581668,7.31943448970757e-05,TRUE,-0.3567
"0",14,"Moderate",7,"CITS",-0.157143116520019,0.156904594168744,0.31657539162598,TRUE,-0.3567
"0",14,"Moderate",7,"CITS_0.4_constant",-0.137333006502692,0.143949407020654,0.340065103406181,TRUE,-0.3567
"0",14,"Moderate",7,"CITS_spill_3pct",-0.0882353371467068,0.131659501069521,0.502744152061944,TRUE,-0.3567
"0",14,"Moderate",8,"Trd",0.0422965021638653,0.587460616086314,0.942602804911931,TRUE,-0.3567
"0",14,"Moderate",8,"CITS",-0.383387726678444,0.115644335075643,0.000915673037391579,TRUE,-0.3567
"0",14,"Moderate",8,"CITS_0.4_constant",-0.659548989974561,0.186924380641373,0.0004180375826617,TRUE,-0.3567
"0",14,"Moderate",8,"CITS_spill_3pct",-0.242553178271348,0.109381790677197,0.0265895312555054,TRUE,-0.3567
"0",14,"Moderate",9,"Trd",-0.760516756221935,0.354238914210509,0.0318009668457832,TRUE,-0.3567
"0",14,"Moderate",9,"CITS",-0.233044528751555,0.140789220709941,0.097869229678567,TRUE,-0.3567
"0",14,"Moderate",9,"CITS_0.4_constant",-0.19076108822342,0.124602094310624,0.125778751358156,TRUE,-0.3567
"0",14,"Moderate",9,"CITS_spill_3pct",-0.132144198025472,0.132444926563564,0.318410589485662,TRUE,-0.3567
"0",14,"Moderate",10,"Trd",-0.868438939557524,0.232020339318001,0.00018187738922242,TRUE,-0.3567
"0",14,"Moderate",10,"CITS",-0.582184482788408,0.130283495809267,7.87341824141648e-06,TRUE,-0.3567
"0",14,"Moderate",10,"CITS_0.4_constant",-0.289750985230793,0.111261130397066,0.00920775317088258,TRUE,-0.3567
"0",14,"Moderate",10,"CITS_spill_3pct",-0.469564561798796,0.140306502100522,0.000817779987910565,TRUE,-0.3567
"0",14,"Moderate",11,"Trd",0.254958494128216,0.181881967142089,0.160980968623739,TRUE,-0.3567
"0",14,"Moderate",11,"CITS",-0.363129446886875,0.115151331662568,0.00161326560508929,TRUE,-0.3567
"0",14,"Moderate",11,"CITS_0.4_constant",-0.515252386948895,0.137476782504794,0.000178305012887055,TRUE,-0.3567
"0",14,"Moderate",11,"CITS_spill_3pct",-0.251879998508038,0.130880456087214,0.0542914041955701,TRUE,-0.3567
"0",14,"Moderate",12,"Trd",-0.115763882207949,0.322284800476317,0.71944737552464,TRUE,-0.3567
"0",14,"Moderate",12,"CITS",-0.443564773555453,0.0875035714347506,3.99691129521084e-07,TRUE,-0.3567
"0",14,"Moderate",12,"CITS_0.4_constant",-0.0481392298305593,0.134271548873435,0.719953121681913,TRUE,-0.3567
"0",14,"Moderate",12,"CITS_spill_3pct",-0.297174486127683,0.0932677587189319,0.00144129512629186,TRUE,-0.3567
"0",14,"Moderate",13,"Trd",-0.632602716878089,0.267655863722495,0.01810357659048,TRUE,-0.3567
"0",14,"Moderate",13,"CITS",-0.26866350221937,0.133017541855571,0.0434082944214136,TRUE,-0.3567
"0",14,"Moderate",13,"CITS_0.4_constant",-0.237616564755842,0.181835394376764,0.191291721519815,TRUE,-0.3567
"0",14,"Moderate",13,"CITS_spill_3pct",-0.244076007360982,0.137665129916265,0.0762338442527579,TRUE,-0.3567
"0",14,"Moderate",14,"Trd",-0.73639740622775,0.26945180519355,0.00627705002897528,TRUE,-0.3567
"0",14,"Moderate",14,"CITS",-0.384009610052103,0.0675720233619092,1.32377462570016e-08,TRUE,-0.3567
"0",14,"Moderate",14,"CITS_0.4_constant",-0.257697002888186,0.0879491787277733,0.00338888720047596,TRUE,-0.3567
"0",14,"Moderate",14,"CITS_spill_3pct",-0.298150231043278,0.0422969042138773,1.80227953140137e-12,TRUE,-0.3567
"0",14,"Moderate",15,"Trd",-0.260712739186427,0.163605719840661,0.111038444226632,TRUE,-0.3567
"0",14,"Moderate",15,"CITS",-0.592995336126306,0.159372722647943,0.000198586209139908,TRUE,-0.3567
"0",14,"Moderate",15,"CITS_0.4_constant",-0.491822352339313,0.168171069429774,0.00344970137864219,TRUE,-0.3567
"0",14,"Moderate",15,"CITS_spill_3pct",-0.458919387063044,0.156150161191631,0.00329313467272636,TRUE,-0.3567
"0",14,"Moderate",16,"Trd",-0.326313360297628,0.41428229887057,0.43089594088708,TRUE,-0.3567
"0",14,"Moderate",16,"CITS",-0.208777618786739,0.0790703868810623,0.00828077035339555,TRUE,-0.3567
"0",14,"Moderate",16,"CITS_0.4_constant",0.0117701090905247,0.105993091460092,0.911579867630927,TRUE,-0.3567
"0",14,"Moderate",16,"CITS_spill_3pct",-0.104689319277604,0.0567645341117031,0.0651433087223078,TRUE,-0.3567
"0",14,"Moderate",17,"Trd",0.114226095442507,0.215639609864955,0.596314178580008,TRUE,-0.3567
"0",14,"Moderate",17,"CITS",-0.244931746893284,0.0720312525177675,0.00067298701169371,TRUE,-0.3567
"0",14,"Moderate",17,"CITS_0.4_constant",-0.0196161437785836,0.116748887667704,0.866567574186855,TRUE,-0.3567
"0",14,"Moderate",17,"CITS_spill_3pct",-0.22389699537706,0.0721021368098253,0.00190101901072896,TRUE,-0.3567
"0",14,"Moderate",18,"Trd",-0.417633124536037,0.36512774102846,0.252706573552231,TRUE,-0.3567
"0",14,"Moderate",18,"CITS",-0.140251500844592,0.0322546167888555,1.37221078741893e-05,TRUE,-0.3567
"0",14,"Moderate",18,"CITS_0.4_constant",-0.297267749184386,0.0937900053715803,0.00152699625302622,TRUE,-0.3567
"0",14,"Moderate",18,"CITS_spill_3pct",-0.111986817865519,0.0429393617930159,0.00910669919459289,TRUE,-0.3567
"0",14,"Moderate",19,"Trd",0.0483783327989592,0.281612351234035,0.863602217156681,TRUE,-0.3567
"0",14,"Moderate",19,"CITS",-0.439942435514742,0.164129570321976,0.00735214690191723,TRUE,-0.3567
"0",14,"Moderate",19,"CITS_0.4_constant",-0.544657220148382,0.173674570262405,0.00171222914349251,TRUE,-0.3567
"0",14,"Moderate",19,"CITS_spill_3pct",-0.364753590388145,0.136543990547941,0.00755521022256539,TRUE,-0.3567
"0",14,"Moderate",20,"Trd",-0.227283486649873,0.293355778899224,0.43847511629779,TRUE,-0.3567
"0",14,"Moderate",20,"CITS",-0.48027205562487,0.0888526032783166,6.47118770111114e-08,TRUE,-0.3567
"0",14,"Moderate",20,"CITS_0.4_constant",-0.298532882702011,0.11811527784282,0.0114887468775888,TRUE,-0.3567
"0",14,"Moderate",20,"CITS_spill_3pct",-0.369696203644826,0.0762101700908052,1.22835112739526e-06,TRUE,-0.3567
"0",14,"Large",1,"Trd",-0.276627318735321,0.266330567632711,0.298962171863722,TRUE,-0.5108
"0",14,"Large",1,"CITS",-0.285423754351579,0.136072353065437,0.0359415434291179,TRUE,-0.5108
"0",14,"Large",1,"CITS_0.4_constant",-0.233057770247648,0.126056510469785,0.0644815481554464,TRUE,-0.5108
"0",14,"Large",1,"CITS_spill_3pct",-0.195331271822158,0.147590855345949,0.185680922312402,TRUE,-0.5108
"0",14,"Large",2,"Trd",-0.8235176644047,0.226923860851646,0.000284467955082105,TRUE,-0.5108
"0",14,"Large",2,"CITS",-0.378644444811426,0.0705131172561515,7.88047485814027e-08,TRUE,-0.5108
"0",14,"Large",2,"CITS_0.4_constant",-0.456755826583488,0.115979330231997,8.20773761351318e-05,TRUE,-0.5108
"0",14,"Large",2,"CITS_spill_3pct",-0.351107029908766,0.0436991189620359,9.38480914508239e-16,TRUE,-0.5108
"0",14,"Large",3,"Trd",-0.26030479124496,0.27509367472321,0.344025905832368,TRUE,-0.5108
"0",14,"Large",3,"CITS",-0.604143580132667,0.0634430224907673,1.68872404480439e-21,TRUE,-0.5108
"0",14,"Large",3,"CITS_0.4_constant",-0.538732557679082,0.0997674981740788,6.66853404149959e-08,TRUE,-0.5108
"0",14,"Large",3,"CITS_spill_3pct",-0.495610092134198,0.089945132647452,3.58552508138735e-08,TRUE,-0.5108
"0",14,"Large",4,"Trd",-0.417171147182459,0.175799634860909,0.017644640636925,TRUE,-0.5108
"0",14,"Large",4,"CITS",-0.504495951444916,0.0911389977739725,3.10418893074884e-08,TRUE,-0.5108
"0",14,"Large",4,"CITS_0.4_constant",-0.661710305930361,0.113907389182972,6.27737093747907e-09,TRUE,-0.5108
"0",14,"Large",4,"CITS_spill_3pct",-0.446718547091551,0.0978348363486948,4.97005294108462e-06,TRUE,-0.5108
"0",14,"Large",5,"Trd",-0.835506358016408,0.250348738588756,0.000845752904851247,TRUE,-0.5108
"0",14,"Large",5,"CITS",-0.448314170043035,0.106847380520185,2.7186597321957e-05,TRUE,-0.5108
"0",14,"Large",5,"CITS_0.4_constant",-0.365435956101223,0.0686706013647709,1.0287102979941e-07,TRUE,-0.5108
"0",14,"Large",5,"CITS_spill_3pct",-0.435523107764765,0.126644973543531,0.000584019776696827,TRUE,-0.5108
"0",14,"Large",6,"Trd",-0.48139055659731,0.121785141049311,7.72466331800591e-05,TRUE,-0.5108
"0",14,"Large",6,"CITS",-0.515957003594977,0.0938866889027431,3.89541342668389e-08,TRUE,-0.5108
"0",14,"Large",6,"CITS_0.4_constant",-0.515950423378831,0.0904940555524128,1.18768780779313e-08,TRUE,-0.5108
"0",14,"Large",6,"CITS_spill_3pct",-0.418313742943843,0.108399406939542,0.000113850083285485,TRUE,-0.5108
"0",14,"Large",7,"Trd",-0.719126128613135,0.357292365142406,0.0441450841862242,TRUE,-0.5108
"0",14,"Large",7,"CITS",-0.667628880416916,0.0660758640268747,5.30473598642953e-24,TRUE,-0.5108
"0",14,"Large",7,"CITS_0.4_constant",-0.673308547176743,0.0817844784251146,1.83012687959728e-16,TRUE,-0.5108
"0",14,"Large",7,"CITS_spill_3pct",-0.558792791183324,0.0866873348680172,1.14786242630684e-10,TRUE,-0.5108
"0",14,"Large",8,"Trd",-0.316426517805125,0.206791232923773,0.125973725333636,TRUE,-0.5108
"0",14,"Large",8,"CITS",-0.56645362659355,0.0748833834766713,3.89428447806443e-14,TRUE,-0.5108
"0",14,"Large",8,"CITS_0.4_constant",-0.638519246451866,0.153669624963212,3.25084345968822e-05,TRUE,-0.5108
"0",14,"Large",8,"CITS_spill_3pct",-0.533646140043129,0.0745823923067698,8.35983436963206e-13,TRUE,-0.5108
"0",14,"Large",9,"Trd",-0.61750323955703,0.268491242786122,0.0214538375016041,TRUE,-0.5108
"0",14,"Large",9,"CITS",-0.562533197445446,0.092913705139426,1.40975345173619e-09,TRUE,-0.5108
"0",14,"Large",9,"CITS_0.4_constant",-0.475554156502943,0.089997400307475,1.26332720207605e-07,TRUE,-0.5108
"0",14,"Large",9,"CITS_spill_3pct",-0.485227912617198,0.0735140676696246,4.09836977392767e-11,TRUE,-0.5108
"0",14,"Large",10,"Trd",-0.433158808408919,0.261165174007532,0.097203949197196,TRUE,-0.5108
"0",14,"Large",10,"CITS",-0.605608883509809,0.135737415989724,8.13420571831153e-06,TRUE,-0.5108
"0",14,"Large",10,"CITS_0.4_constant",-0.84342577304747,0.165967943035025,3.73757773071513e-07,TRUE,-0.5108
"0",14,"Large",10,"CITS_spill_3pct",-0.486782032964056,0.13018465577462,0.000184631812540469,TRUE,-0.5108
"0",14,"Large",11,"Trd",-0.638977449076867,0.121895400003639,1.58832922079709e-07,TRUE,-0.5108
"0",14,"Large",11,"CITS",-0.407591381164887,0.112400485911608,0.000287575683228524,TRUE,-0.5108
"0",14,"Large",11,"CITS_0.4_constant",-0.635471114477939,0.131743848246607,1.41035728730285e-06,TRUE,-0.5108
